date,day_of_week,hour,meal_period,weather,promo_active,guests,servers_on_shift,kitchen_staff,wait_time_minutes,table_turn_time,avg_ticket,revenue,customer_satisfaction,complaints
2025-02-12,Wednesday,19,Dinner,Rainy,0,36,5,2,29.4,95.3,29.8,1279.77,2.8,2
2025-05-07,Wednesday,19,Dinner,Sunny,0,28,4,2,21.8,67.1,23.02,680.17,3.1,2
2025-03-31,Monday,21,Dinner,Sunny,0,21,5,2,22.8,66.7,20.43,490.9,3.4,2
2025-04-07,Monday,12,Lunch,Rainy,0,22,3,3,27.3,55.0,27.63,596.81,2.9,1
2025-05-03,Saturday,14,Lunch,Sunny,0,31,4,2,25.2,84.6,22.73,508.63,3.5,1
2025-02-11,Tuesday,20,Dinner,Sunny,0,31,5,2,23.2,94.0,15.65,329.39,3.0,1
2025-01-19,Sunday,11,Lunch,Rainy,0,36,5,2,16.2,68.3,21.15,857.76,3.3,1
2025-03-17,Monday,11,Lunch,Sunny,0,47,8,4,13.1,85.0,19.91,859.35,3.8,0
2025-03-23,Sunday,17,Dinner,Rainy,0,8,3,2,18.0,79.5,26.72,283.94,3.9,1
2025-01-27,Monday,12,Lunch,Rainy,0,22,5,2,14.1,71.9,17.46,397.0,3.9,0
2025-03-29,Saturday,13,Lunch,Sunny,0,43,7,4,21.4,91.9,23.26,1155.38,3.9,1
2025-04-07,Monday,13,Lunch,Sunny,0,28,4,2,19.7,73.0,28.73,783.95,3.2,1
2025-01-20,Monday,21,Dinner,Rainy,0,22,3,3,17.9,79.4,17.38,685.79,3.9,0
2025-01-24,Friday,18,Dinner,Rainy,0,37,5,3,30.8,87.7,22.48,669.48,2.8,1
2025-06-02,Monday,20,Dinner,Sunny,0,55,9,5,26.6,78.7,22.12,1007.1,3.3,0
2025-01-08,Wednesday,19,Dinner,Cloudy,0,27,5,2,18.1,90.2,25.31,250.0,3.6,1
2025-06-17,Tuesday,13,Lunch,Rainy,0,32,6,3,23.8,80.9,28.15,853.36,3.3,1
2025-06-05,Thursday,19,Dinner,Cloudy,0,30,5,3,15.9,77.4,23.14,648.65,4.4,1
2025-02-10,Monday,11,Lunch,Sunny,1,40,9,3,17.8,82.1,20.29,1017.45,3.4,1
2025-01-26,Sunday,18,Dinner,Cloudy,0,59,10,5,26.7,77.0,17.76,1040.2,3.3,3
2025-02-22,Saturday,14,Lunch,Sunny,0,40,7,2,20.8,78.1,28.5,1168.92,3.8,0
2025-04-15,Tuesday,21,Dinner,Sunny,0,32,5,3,22.8,90.1,28.57,901.02,4.0,0
2025-05-19,Monday,17,Dinner,Cloudy,1,39,6,3,16.5,90.8,17.85,711.0,3.9,1
2025-06-19,Thursday,17,Dinner,Rainy,0,39,6,2,29.5,79.0,29.28,1158.6,3.5,1
2025-03-18,Tuesday,14,Lunch,Cloudy,0,50,9,4,19.1,78.8,19.35,1023.87,3.9,1
2025-01-25,Saturday,11,Lunch,Sunny,1,56,7,3,36.2,89.4,18.79,706.94,2.6,3
2025-04-11,Friday,21,Dinner,Sunny,1,40,6,2,21.2,75.3,18.06,733.58,3.7,0
2025-05-06,Tuesday,13,Lunch,Rainy,1,23,4,2,25.2,73.1,27.65,691.5,3.0,1
2025-01-14,Tuesday,18,Dinner,Sunny,0,17,3,2,27.4,96.0,22.48,250.0,2.7,2
2025-01-01,Wednesday,19,Dinner,Sunny,0,21,3,2,25.0,82.2,17.66,385.97,2.4,2
2025-01-23,Thursday,17,Dinner,Sunny,0,23,3,2,18.5,65.3,21.24,288.51,4.0,1
2025-06-19,Thursday,20,Dinner,Sunny,1,44,7,3,28.5,77.5,17.03,459.72,3.0,0
2025-02-21,Friday,12,Lunch,Sunny,1,47,6,4,30.7,88.4,22.8,1430.32,2.1,4
2025-01-07,Tuesday,14,Lunch,Cloudy,0,29,5,3,18.6,73.0,13.11,250.0,4.2,2
2025-02-13,Thursday,17,Dinner,Cloudy,1,36,5,3,25.7,85.8,25.82,853.03,2.5,2
2025-01-21,Tuesday,20,Dinner,Cloudy,0,42,8,4,17.1,66.7,21.32,1222.56,3.9,0
2025-01-30,Thursday,17,Dinner,Sunny,1,37,6,3,15.4,78.3,19.47,1020.63,3.9,0
2025-04-12,Saturday,20,Dinner,Cloudy,0,52,7,3,17.1,69.1,26.79,1590.51,3.0,0
2025-05-06,Tuesday,17,Dinner,Sunny,0,22,3,2,30.5,85.4,25.34,536.9,3.1,1
2025-01-24,Friday,21,Dinner,Cloudy,0,54,10,4,27.3,60.0,29.21,1468.46,3.1,1
2025-04-10,Thursday,13,Lunch,Sunny,1,47,6,5,34.2,92.4,15.06,560.23,2.4,1
2025-04-05,Saturday,19,Dinner,Cloudy,0,44,7,5,19.2,75.8,26.96,1126.13,3.4,0
2025-04-05,Saturday,13,Lunch,Sunny,0,22,3,3,26.1,98.4,25.56,676.66,3.3,2
2025-04-25,Friday,11,Lunch,Sunny,0,60,10,6,8.0,65.5,18.02,1091.97,4.3,1
2025-03-09,Sunday,20,Dinner,Sunny,0,28,3,2,34.1,92.0,29.43,790.22,2.5,2
2025-04-30,Wednesday,17,Dinner,Sunny,1,44,8,4,20.0,82.3,28.12,1335.08,4.2,1
2025-02-27,Thursday,17,Dinner,Sunny,0,51,10,4,25.6,78.0,22.78,1233.67,2.7,1
2025-05-25,Sunday,11,Lunch,Sunny,1,31,5,2,24.2,77.6,18.42,366.68,3.3,1
2025-02-08,Saturday,12,Lunch,Sunny,1,72,14,5,25.5,68.7,21.26,1445.68,2.8,2
2025-01-22,Wednesday,18,Dinner,Rainy,1,30,4,2,20.1,82.6,29.87,1237.48,4.0,1
2025-05-19,Monday,19,Dinner,Sunny,0,41,8,3,21.0,76.2,22.07,728.47,3.3,1
2025-05-31,Saturday,14,Lunch,Sunny,0,52,9,3,25.4,76.6,23.25,1355.26,3.1,1
2025-05-22,Thursday,11,Lunch,Sunny,0,32,3,3,24.4,89.1,23.86,873.86,3.8,1
2025-04-10,Thursday,21,Dinner,Cloudy,0,33,4,3,12.9,69.3,26.63,813.13,3.9,1
2025-04-18,Friday,21,Dinner,Sunny,0,52,8,4,21.5,78.0,25.61,1323.91,3.0,4
2025-06-25,Wednesday,20,Dinner,Cloudy,0,30,6,2,18.4,66.5,24.92,678.98,3.5,0
2025-05-27,Tuesday,14,Lunch,Cloudy,0,38,5,3,23.1,71.7,20.15,831.11,3.8,1
2025-05-02,Friday,17,Dinner,Sunny,0,48,8,3,29.1,100.1,24.37,1134.72,3.5,2
2025-01-21,Tuesday,19,Dinner,Sunny,0,41,6,3,26.3,68.0,25.61,939.98,3.2,2
2025-01-09,Thursday,21,Dinner,Sunny,0,48,8,3,16.3,64.9,24.66,1017.57,4.0,0
2025-05-27,Tuesday,21,Dinner,Sunny,0,46,9,4,15.9,67.5,13.53,533.56,4.4,0
2025-05-27,Tuesday,13,Lunch,Rainy,0,40,5,4,26.2,76.7,18.65,763.43,2.8,1
2025-01-31,Friday,20,Dinner,Sunny,0,50,8,3,22.8,87.3,18.23,849.68,3.2,0
2025-02-14,Friday,13,Lunch,Sunny,0,43,6,4,12.2,68.5,24.24,1357.1,3.6,2
2025-02-24,Monday,14,Lunch,Cloudy,0,20,3,2,22.0,82.8,29.01,349.0,3.9,0
2025-02-02,Sunday,11,Lunch,Cloudy,0,25,4,2,24.4,77.7,21.55,529.14,2.6,2
2025-04-19,Saturday,12,Lunch,Sunny,0,48,7,4,17.1,85.2,29.2,1264.64,3.5,1
2025-06-24,Tuesday,19,Dinner,Sunny,0,30,6,3,30.2,84.5,20.56,624.49,2.9,1
2025-02-21,Friday,13,Lunch,Cloudy,0,30,4,2,13.2,79.1,14.79,544.14,3.6,1
2025-06-02,Monday,17,Dinner,Cloudy,0,15,3,2,19.8,81.3,14.1,250.0,3.5,2
2025-03-23,Sunday,12,Lunch,Rainy,0,16,3,2,20.9,94.4,24.07,250.0,3.0,0
2025-01-23,Thursday,19,Dinner,Cloudy,0,30,3,2,30.3,88.5,21.91,695.48,2.7,4
2025-05-23,Friday,19,Dinner,Cloudy,0,46,7,2,29.7,77.5,23.43,945.74,3.0,2
2025-05-22,Thursday,18,Dinner,Cloudy,0,19,3,2,15.3,84.1,26.9,470.87,5.0,0
2025-03-12,Wednesday,21,Dinner,Cloudy,0,23,3,2,16.5,73.7,20.1,350.49,3.9,3
2025-04-28,Monday,11,Lunch,Cloudy,0,34,5,2,23.1,82.1,29.44,747.25,3.7,1
2025-06-29,Sunday,21,Dinner,Sunny,1,41,7,5,31.4,73.7,19.59,886.66,2.7,1
2025-04-18,Friday,12,Lunch,Sunny,0,35,6,3,24.5,77.9,22.83,758.75,2.7,1
2025-04-17,Thursday,13,Lunch,Cloudy,0,41,7,4,28.4,73.6,22.67,779.39,2.7,2
2025-02-07,Friday,12,Lunch,Sunny,1,48,9,3,31.0,90.2,17.96,758.57,3.4,0
2025-01-28,Tuesday,12,Lunch,Sunny,1,48,8,5,31.5,88.4,28.45,1274.41,1.9,2
2025-03-15,Saturday,21,Dinner,Rainy,0,33,7,2,9.9,69.0,27.77,903.52,5.0,0
2025-03-30,Sunday,19,Dinner,Sunny,1,47,9,5,30.8,76.6,23.35,1093.43,2.9,3
2025-03-09,Sunday,19,Dinner,Cloudy,0,35,6,3,27.4,73.1,14.85,510.32,3.5,1
2025-06-17,Tuesday,20,Dinner,Sunny,0,33,4,2,23.0,83.9,19.09,668.27,3.5,4
2025-05-27,Tuesday,20,Dinner,Cloudy,0,38,4,2,37.7,96.5,31.29,1133.49,2.5,0
2025-01-10,Friday,13,Lunch,Sunny,1,58,11,3,26.9,74.0,15.33,1045.73,2.9,0
2025-03-12,Wednesday,19,Dinner,Cloudy,0,31,4,2,21.8,76.4,30.09,726.27,4.1,1
2025-02-06,Thursday,19,Dinner,Cloudy,1,50,7,2,29.3,87.5,11.31,517.24,3.1,2
2025-01-10,Friday,19,Dinner,Rainy,0,32,6,3,23.5,98.0,21.09,558.18,3.0,3
2025-03-26,Wednesday,14,Lunch,Sunny,0,39,6,2,23.5,83.6,19.05,1029.47,3.4,0
2025-01-13,Monday,20,Dinner,Rainy,1,31,6,2,23.4,73.9,22.29,542.95,3.1,3
2025-03-10,Monday,18,Dinner,Cloudy,1,50,7,3,23.3,67.6,20.18,955.98,3.2,2
2025-01-06,Monday,18,Dinner,Sunny,1,43,8,4,22.2,89.4,26.48,1271.75,4.0,1
2025-03-19,Wednesday,17,Dinner,Cloudy,0,37,4,4,23.2,88.9,23.09,994.94,3.6,0
2025-03-13,Thursday,20,Dinner,Rainy,0,23,4,4,18.6,75.4,20.58,486.19,3.9,1
2025-06-28,Saturday,12,Lunch,Sunny,0,47,6,3,30.8,94.3,22.69,925.19,2.9,5
2025-02-28,Friday,13,Lunch,Sunny,0,65,10,6,23.0,84.9,20.97,1568.84,3.4,3
2025-03-18,Tuesday,20,Dinner,Cloudy,1,49,7,4,23.3,82.7,20.31,882.68,2.8,2
2025-03-24,Monday,17,Dinner,Cloudy,0,36,7,2,24.5,85.6,26.53,943.07,3.8,4
2025-04-17,Thursday,12,Lunch,Cloudy,1,34,5,4,25.8,77.0,15.89,602.26,3.5,2
2025-02-18,Tuesday,20,Dinner,Sunny,0,39,6,2,28.9,85.3,14.49,709.02,2.6,1
2025-02-24,Monday,19,Dinner,Rainy,0,13,3,2,15.0,80.1,21.35,388.94,4.4,1
2025-05-05,Monday,21,Dinner,Sunny,0,34,3,2,22.2,70.9,21.97,635.75,3.2,0
2025-04-06,Sunday,11,Lunch,Sunny,0,26,5,2,19.4,70.8,20.04,524.74,3.7,0
2025-05-12,Monday,13,Lunch,Sunny,1,41,5,4,33.7,80.1,26.76,1017.37,3.0,3
2025-01-17,Friday,17,Dinner,Cloudy,0,43,6,4,26.3,68.3,23.68,1149.81,3.7,1
2025-05-10,Saturday,19,Dinner,Sunny,0,51,7,3,21.0,70.1,25.13,1129.72,4.3,1
2025-02-04,Tuesday,21,Dinner,Sunny,0,44,7,2,29.5,77.5,24.21,1138.51,2.8,3
2025-05-26,Monday,11,Lunch,Rainy,1,30,5,2,22.2,79.4,25.91,947.96,3.6,2
2025-02-14,Friday,14,Lunch,Sunny,0,44,8,3,19.7,85.7,20.88,1052.14,4.1,0
2025-02-21,Friday,11,Lunch,Rainy,0,34,5,4,26.5,80.3,22.35,703.44,2.7,1
2025-03-05,Wednesday,11,Lunch,Rainy,0,20,3,2,25.9,70.4,25.37,661.7,3.1,1
2025-04-27,Sunday,11,Lunch,Cloudy,0,34,4,2,17.7,71.2,24.8,788.04,3.6,2
2025-04-03,Thursday,14,Lunch,Sunny,0,28,6,3,23.4,76.3,27.8,608.38,3.9,3
2025-03-12,Wednesday,18,Dinner,Sunny,1,30,5,2,25.7,95.0,18.25,782.95,3.6,1
2025-04-29,Tuesday,21,Dinner,Cloudy,0,28,4,2,19.5,76.1,14.78,435.59,4.2,0
2025-04-12,Saturday,12,Lunch,Cloudy,0,30,4,3,22.9,81.1,26.23,874.21,3.5,2
2025-06-24,Tuesday,11,Lunch,Cloudy,0,28,4,2,24.7,80.3,27.26,701.04,2.6,1
2025-03-03,Monday,18,Dinner,Sunny,0,31,4,4,16.3,74.9,25.32,1007.53,4.2,0
2025-05-06,Tuesday,20,Dinner,Cloudy,1,53,9,4,22.9,77.5,20.92,738.33,3.7,0
2025-02-15,Saturday,20,Dinner,Cloudy,0,35,5,2,17.9,66.3,22.17,794.1,3.9,1
2025-05-31,Saturday,21,Dinner,Rainy,0,43,7,3,21.7,81.2,22.97,1109.79,3.2,1
2025-03-31,Monday,18,Dinner,Cloudy,0,17,3,2,15.4,67.2,21.39,430.39,4.2,1
2025-02-11,Tuesday,17,Dinner,Sunny,0,40,6,3,25.7,81.1,20.8,970.86,2.4,1
2025-06-26,Thursday,12,Lunch,Sunny,0,34,4,5,14.6,87.0,22.31,679.82,4.3,0
2025-03-14,Friday,11,Lunch,Sunny,0,58,9,5,22.8,89.6,25.22,1508.58,3.6,2
2025-04-09,Wednesday,11,Lunch,Rainy,0,31,6,3,23.1,70.8,20.8,771.31,4.0,1
2025-02-11,Tuesday,14,Lunch,Sunny,0,15,3,2,21.9,90.8,14.87,250.0,3.7,1
2025-02-26,Wednesday,14,Lunch,Cloudy,0,42,7,4,18.3,76.4,18.15,897.43,3.7,5
2025-06-23,Monday,14,Lunch,Sunny,0,38,5,3,27.2,96.2,24.21,1071.11,2.5,2
2025-03-10,Monday,19,Dinner,Sunny,1,63,8,4,23.7,86.1,21.18,1339.22,3.1,3
2025-05-12,Monday,11,Lunch,Rainy,0,27,3,3,29.7,81.0,19.73,371.07,3.0,2
2025-06-24,Tuesday,11,Lunch,Sunny,1,55,10,4,16.2,71.6,23.32,1124.61,3.7,0
2025-05-02,Friday,13,Lunch,Rainy,0,52,9,2,21.8,78.9,16.27,873.38,3.4,4
2025-06-15,Sunday,13,Lunch,Sunny,1,23,3,2,16.4,65.9,21.14,278.88,4.3,0
2025-06-03,Tuesday,11,Lunch,Cloudy,0,17,5,2,22.9,78.9,26.26,304.77,2.9,1
2025-02-27,Thursday,17,Dinner,Cloudy,0,46,8,3,32.6,90.1,19.29,829.31,2.4,0
2025-06-05,Thursday,17,Dinner,Sunny,1,49,8,3,34.1,94.3,28.42,1489.32,2.2,1
2025-06-14,Saturday,17,Dinner,Sunny,0,31,4,3,20.5,83.0,24.2,1027.87,3.8,3
2025-04-19,Saturday,19,Dinner,Cloudy,1,55,9,3,27.7,96.5,17.95,1158.63,3.4,3
2025-03-31,Monday,20,Dinner,Sunny,0,38,7,2,23.3,80.6,21.86,932.22,3.2,0
2025-03-06,Thursday,14,Lunch,Sunny,0,24,3,2,23.2,92.5,27.71,577.95,3.8,2
2025-04-30,Wednesday,17,Dinner,Sunny,0,35,5,2,25.9,80.6,18.23,775.98,3.6,0
2025-06-23,Monday,21,Dinner,Sunny,0,35,6,2,17.0,74.6,18.6,459.59,3.9,2
2025-06-09,Monday,19,Dinner,Rainy,1,63,9,6,34.4,80.4,29.85,1778.06,2.9,2
2025-05-30,Friday,12,Lunch,Sunny,1,62,8,3,32.0,82.0,21.75,1435.18,1.7,1
2025-01-02,Thursday,21,Dinner,Sunny,0,53,8,4,36.5,76.0,18.82,1208.13,1.9,1
2025-06-19,Thursday,18,Dinner,Cloudy,0,40,6,5,17.2,82.3,24.31,1118.13,3.7,0
2025-05-24,Saturday,17,Dinner,Sunny,1,55,9,6,27.4,79.5,23.66,1260.22,2.7,1
2025-03-18,Tuesday,12,Lunch,Sunny,1,37,4,4,26.4,87.2,25.01,938.06,3.8,0
2025-05-04,Sunday,12,Lunch,Sunny,1,44,6,5,30.2,82.2,24.56,1006.15,2.9,1
2025-03-28,Friday,17,Dinner,Rainy,1,74,12,5,32.4,79.3,18.84,1552.33,2.7,2
2025-06-13,Friday,18,Dinner,Rainy,0,46,7,2,29.9,74.0,24.08,1087.88,3.1,2
2025-03-12,Wednesday,17,Dinner,Sunny,1,61,9,4,32.0,101.2,26.26,1499.08,2.3,1
2025-06-17,Tuesday,17,Dinner,Sunny,0,15,3,2,13.8,70.0,17.63,361.09,3.7,0
2025-02-18,Tuesday,13,Lunch,Rainy,0,35,6,2,21.6,71.3,19.75,796.79,2.9,0
2025-05-13,Tuesday,14,Lunch,Sunny,0,36,6,2,26.4,90.7,20.71,485.32,2.9,3
2025-01-15,Wednesday,19,Dinner,Cloudy,0,24,3,3,22.8,80.2,22.6,689.05,3.6,2
2025-06-19,Thursday,18,Dinner,Rainy,1,40,5,2,35.7,76.6,21.6,886.14,2.1,3
2025-06-24,Tuesday,13,Lunch,Sunny,1,28,4,3,18.6,78.4,21.58,601.91,4.5,3
2025-01-07,Tuesday,20,Dinner,Sunny,0,40,6,2,25.1,84.4,23.61,928.03,3.2,2
2025-03-17,Monday,17,Dinner,Rainy,1,37,6,2,26.7,74.8,19.37,711.81,2.8,1
2025-04-18,Friday,19,Dinner,Cloudy,0,59,10,5,17.7,71.1,20.25,1279.75,3.9,0
2025-04-10,Thursday,11,Lunch,Sunny,1,38,6,2,26.1,77.1,17.69,750.07,3.4,0
2025-05-30,Friday,14,Lunch,Cloudy,0,53,9,5,21.2,87.3,17.13,1140.53,3.9,1
2025-03-29,Saturday,14,Lunch,Sunny,1,57,8,5,32.3,79.0,16.32,915.52,3.4,1
2025-06-25,Wednesday,21,Dinner,Rainy,0,36,6,3,22.6,87.0,20.77,681.27,3.8,2
2025-06-13,Friday,20,Dinner,Cloudy,0,42,7,2,24.6,74.6,16.85,682.93,4.0,1
2025-06-21,Saturday,18,Dinner,Cloudy,0,40,6,2,30.2,76.2,21.52,583.46,3.3,3
2025-05-10,Saturday,17,Dinner,Cloudy,0,47,8,4,21.8,62.4,25.14,1196.22,3.2,3
2025-02-13,Thursday,21,Dinner,Cloudy,1,36,3,3,28.8,79.3,24.65,913.81,3.1,1
2025-02-16,Sunday,17,Dinner,Sunny,1,43,7,2,30.6,87.6,18.17,653.24,3.3,3
2025-01-25,Saturday,20,Dinner,Cloudy,1,60,11,4,29.2,87.7,20.16,1183.27,2.2,0
2025-02-02,Sunday,17,Dinner,Rainy,0,37,5,3,17.2,79.4,25.22,920.58,3.9,0
2025-05-24,Saturday,13,Lunch,Sunny,0,20,3,2,24.5,63.0,22.28,527.77,2.9,4
2025-06-24,Tuesday,18,Dinner,Sunny,0,29,5,2,20.4,82.0,20.37,537.48,3.0,0
2025-06-17,Tuesday,12,Lunch,Cloudy,1,55,8,5,21.7,76.6,19.06,974.29,3.2,2
2025-02-26,Wednesday,18,Dinner,Rainy,1,45,8,4,7.2,67.9,22.23,1045.19,4.6,0
2025-02-27,Thursday,17,Dinner,Rainy,0,23,4,2,20.7,68.9,24.72,514.81,3.6,4
2025-04-18,Friday,18,Dinner,Rainy,1,43,6,4,21.8,84.4,14.84,853.71,2.7,1
2025-04-06,Sunday,17,Dinner,Cloudy,1,32,5,2,26.1,81.0,19.42,655.95,3.4,1
2025-05-30,Friday,17,Dinner,Rainy,0,38,5,3,13.1,80.5,22.7,940.85,4.4,1
2025-04-29,Tuesday,12,Lunch,Rainy,0,31,3,3,19.3,74.0,28.73,1225.05,3.8,2
2025-05-01,Thursday,11,Lunch,Rainy,0,16,3,2,22.7,73.4,22.64,408.05,2.7,1
2025-06-12,Thursday,12,Lunch,Cloudy,0,18,3,2,20.7,79.0,20.19,392.46,4.1,2
2025-05-01,Thursday,14,Lunch,Rainy,1,32,7,2,18.5,80.7,21.02,615.07,3.8,1
2025-05-09,Friday,12,Lunch,Rainy,0,54,7,6,27.0,79.9,26.36,1347.26,3.7,3
2025-06-24,Tuesday,19,Dinner,Cloudy,1,48,7,4,24.1,75.5,21.93,1056.61,3.4,1
2025-05-16,Friday,17,Dinner,Cloudy,1,60,9,4,29.2,63.7,16.31,861.25,3.0,0
2025-04-16,Wednesday,11,Lunch,Sunny,0,42,7,3,16.0,74.1,21.89,838.79,4.5,3
2025-02-08,Saturday,13,Lunch,Sunny,0,56,9,5,24.8,83.3,24.47,1462.34,3.2,1
2025-02-21,Friday,18,Dinner,Rainy,1,59,10,4,19.9,66.1,15.06,773.97,3.8,0
2025-04-15,Tuesday,20,Dinner,Sunny,0,23,3,2,21.2,84.4,22.2,617.54,3.2,0
2025-02-06,Thursday,18,Dinner,Sunny,0,33,6,3,29.2,79.5,22.49,587.27,2.6,0
2025-02-16,Sunday,12,Lunch,Cloudy,0,47,8,3,19.5,80.7,19.19,1072.43,2.7,0
2025-05-05,Monday,18,Dinner,Rainy,0,23,3,2,19.2,85.2,27.74,728.99,3.7,1
2025-06-11,Wednesday,13,Lunch,Sunny,0,16,3,2,20.6,84.6,21.12,520.33,3.3,0
2025-03-22,Saturday,11,Lunch,Cloudy,1,44,8,3,27.6,83.3,15.34,551.17,2.8,3
2025-01-02,Thursday,20,Dinner,Sunny,0,31,7,2,26.9,80.9,22.72,844.61,3.5,1
2025-03-12,Wednesday,14,Lunch,Sunny,0,48,7,2,26.2,79.4,15.51,910.89,3.3,0
2025-02-13,Thursday,13,Lunch,Cloudy,1,35,4,3,21.1,85.7,21.87,732.48,3.8,1
2025-05-06,Tuesday,12,Lunch,Sunny,1,37,5,2,20.9,85.3,17.27,647.14,4.0,2
2025-02-03,Monday,19,Dinner,Sunny,1,53,9,4,18.5,70.4,25.97,1425.78,3.8,1
2025-06-12,Thursday,19,Dinner,Sunny,0,17,3,2,25.0,84.3,25.28,522.09,3.2,5
2025-04-14,Monday,19,Dinner,Sunny,1,33,5,4,21.1,80.7,26.05,719.95,3.6,2
2025-05-03,Saturday,19,Dinner,Rainy,0,23,3,2,28.3,92.4,22.13,668.11,3.1,1
2025-01-02,Thursday,11,Lunch,Rainy,0,29,3,2,26.4,61.5,20.93,641.62,2.8,2
2025-05-17,Saturday,14,Lunch,Sunny,0,44,8,2,17.8,90.1,24.19,993.61,3.8,0
2025-04-06,Sunday,11,Lunch,Rainy,0,32,6,2,21.1,90.8,26.82,1057.05,3.6,0
2025-03-24,Monday,21,Dinner,Sunny,1,39,4,3,27.9,86.9,27.23,889.08,2.8,2
2025-02-18,Tuesday,11,Lunch,Sunny,1,35,4,2,18.3,74.1,19.37,594.05,3.2,1
2025-06-23,Monday,11,Lunch,Cloudy,0,51,7,3,24.6,79.1,23.28,1548.42,2.9,2
2025-06-10,Tuesday,14,Lunch,Sunny,1,25,4,2,17.4,64.3,21.67,469.23,3.6,1
2025-02-27,Thursday,18,Dinner,Sunny,0,42,5,4,17.8,88.3,31.47,1385.75,3.8,1
2025-03-21,Friday,13,Lunch,Sunny,0,42,6,2,27.1,82.3,26.14,1031.35,3.4,0
2025-01-27,Monday,19,Dinner,Rainy,0,30,4,3,29.7,83.9,26.13,1002.2,3.6,1
2025-05-09,Friday,17,Dinner,Cloudy,1,49,9,4,28.7,84.3,22.34,1056.9,3.8,1
2025-02-12,Wednesday,12,Lunch,Sunny,1,47,6,2,20.4,67.8,26.59,1195.24,3.1,1
2025-01-12,Sunday,17,Dinner,Cloudy,1,41,8,4,19.5,82.3,19.71,1063.73,3.2,0
2025-03-16,Sunday,20,Dinner,Rainy,0,34,4,2,25.6,71.3,18.19,568.2,2.8,4
2025-05-14,Wednesday,21,Dinner,Cloudy,1,35,7,2,17.7,74.1,16.55,488.4,3.7,2
2025-03-28,Friday,19,Dinner,Rainy,0,49,8,5,20.9,80.7,18.99,1018.44,3.9,1
2025-06-25,Wednesday,13,Lunch,Sunny,0,27,3,2,23.1,84.6,16.74,327.74,3.2,1
2025-03-29,Saturday,20,Dinner,Rainy,0,42,6,3,23.9,71.7,13.97,471.14,2.9,1
2025-04-02,Wednesday,14,Lunch,Cloudy,0,22,3,2,20.1,74.8,21.62,376.7,3.6,1
2025-02-12,Wednesday,19,Dinner,Rainy,0,32,5,2,13.7,81.7,19.35,604.63,3.8,0
2025-01-05,Sunday,14,Lunch,Sunny,1,56,9,4,22.0,70.0,15.45,802.19,3.2,1
2025-02-27,Thursday,13,Lunch,Rainy,1,54,9,4,24.9,77.3,20.28,1231.8,3.1,1
2025-02-24,Monday,11,Lunch,Rainy,1,42,6,5,17.0,83.0,16.37,773.91,3.9,1
2025-05-31,Saturday,21,Dinner,Rainy,0,42,8,2,19.7,79.1,21.98,908.15,4.1,0
2025-02-13,Thursday,12,Lunch,Rainy,0,9,3,2,5.3,62.2,32.38,250.0,4.9,0
2025-04-04,Friday,11,Lunch,Sunny,1,47,8,4,24.5,80.5,25.37,1389.63,3.0,3
2025-04-07,Monday,17,Dinner,Cloudy,1,37,5,4,28.7,93.8,19.83,726.38,2.7,3
2025-05-17,Saturday,11,Lunch,Cloudy,0,56,10,3,23.9,74.6,25.8,1325.12,3.7,0
2025-06-02,Monday,11,Lunch,Rainy,0,28,4,2,17.7,68.0,18.43,949.72,3.5,2
2025-06-19,Thursday,12,Lunch,Rainy,0,29,4,2,24.2,75.8,24.18,817.21,3.3,1
2025-06-17,Tuesday,11,Lunch,Sunny,0,30,5,2,23.2,84.5,19.29,634.09,3.6,1
2025-01-13,Monday,12,Lunch,Cloudy,1,41,5,2,26.3,86.3,15.23,564.03,3.2,1
2025-04-17,Thursday,20,Dinner,Sunny,0,33,4,3,19.4,77.4,19.77,562.45,3.8,0
2025-04-08,Tuesday,12,Lunch,Cloudy,0,39,6,3,24.5,82.3,26.98,938.5,3.9,2
2025-05-21,Wednesday,17,Dinner,Sunny,0,15,3,2,29.8,74.5,23.47,550.47,2.9,1
2025-05-02,Friday,13,Lunch,Sunny,1,45,7,3,24.1,77.7,27.62,1485.8,3.6,3
2025-02-22,Saturday,11,Lunch,Sunny,0,48,7,4,18.4,75.5,27.23,1352.64,3.5,3
2025-03-19,Wednesday,19,Dinner,Rainy,1,52,6,4,37.6,75.8,24.18,954.77,2.4,0
2025-06-19,Thursday,12,Lunch,Sunny,0,41,8,2,22.9,79.2,28.99,1312.87,3.8,2
2025-06-19,Thursday,21,Dinner,Sunny,0,30,5,2,16.7,89.6,20.49,753.84,4.2,0
2025-03-11,Tuesday,13,Lunch,Sunny,0,22,4,2,25.6,78.8,29.52,545.8,4.1,2
2025-04-18,Friday,12,Lunch,Sunny,0,46,7,3,22.6,67.5,19.05,951.04,3.5,1
2025-05-11,Sunday,12,Lunch,Sunny,1,36,5,2,27.9,82.1,22.41,936.52,3.1,0
2025-03-14,Friday,12,Lunch,Cloudy,1,39,4,4,15.9,80.6,21.64,749.59,4.3,1
2025-01-28,Tuesday,20,Dinner,Sunny,0,48,8,2,25.9,97.9,22.18,1050.41,3.8,0
2025-02-20,Thursday,14,Lunch,Rainy,1,50,8,2,18.0,63.1,12.4,605.34,3.7,1
2025-03-09,Sunday,21,Dinner,Sunny,0,33,4,2,23.7,77.3,21.27,710.18,3.4,2
